exercise_id,exercise_name,aliases,primary_muscle,secondary_muscles,muscle_group,equipment,category,movement_pattern,exercise_type,mechanics,force,difficulty,unilateral,bodyweight,default_sets,default_rep_range,tracking_type,parent_exercise,search_keywords,notes
ex-0116-neutral-grip-chest-supported-row,Neutral-Grip Chest-Supported Row,,Upper Back,Latissimus Dorsi|Biceps|Posterior Deltoids,Back,Machine,Strength,Horizontal Pull,Resistance,Compound,Pull,Intermediate,false,false,3,6-12,reps,Chest-Supported Row,row back horizontal pull,
ex-0117-neutral-grip-lat-pulldown,Neutral-Grip Lat Pulldown,,Latissimus Dorsi,Biceps|Teres Major|Upper Back,Back,Cable,Strength,Vertical Pull,Resistance,Compound,Pull,Beginner,false,false,3,8-12,reps,Lat Pulldown,lat pull down back,
ex-0118-neutral-grip-machine-row,Neutral-Grip Machine Row,,Upper Back,Latissimus Dorsi|Biceps|Posterior Deltoids,Back,Machine,Strength,Horizontal Pull,Resistance,Compound,Pull,Intermediate,false,false,3,6-12,reps,Machine Row,row back horizontal pull,
ex-0119-neutral-grip-pendlay-row,Neutral-Grip Pendlay Row,,Upper Back,Latissimus Dorsi|Biceps|Posterior Deltoids,Back,Barbell,Strength,Horizontal Pull,Resistance,Compound,Pull,Intermediate,false,false,3,6-12,reps,Pendlay Row,row back horizontal pull,
ex-0120-neutral-grip-plate-loaded-row,Neutral-Grip Plate-Loaded Row,,Upper Back,Latissimus Dorsi|Biceps|Posterior Deltoids,Back,Plate-Loaded Machine,Strength,Horizontal Pull,Resistance,Compound,Pull,Intermediate,false,false,3,6-12,reps,Plate-Loaded Row,row back horizontal pull,
ex-0121-neutral-grip-pull-up,Neutral-Grip Pull-Up,,Latissimus Dorsi,Biceps|Upper Back|Core,Back,Pull-Up Bar,Bodyweight,Vertical Pull,Calisthenics,Compound,Pull,Intermediate,false,true,3,5-12,reps,Pull-Up,pullup chinup vertical pull,
ex-0122-neutral-grip-seal-row,Neutral-Grip Seal Row,,Upper Back,Latissimus Dorsi|Biceps|Posterior Deltoids,Back,Barbell,Strength,Horizontal Pull,Resistance,Compound,Pull,Intermediate,false,false,3,6-12,reps,Seal Row,row back horizontal pull,
ex-0123-neutral-grip-seated-cable-row,Neutral-Grip Seated Cable Row,,Upper Back,Latissimus Dorsi|Biceps|Posterior Deltoids,Back,Cable,Strength,Horizontal Pull,Resistance,Compound,Pull,Intermediate,false,false,3,6-12,reps,Seated Cable Row,row back horizontal pull,
ex-0124-neutral-grip-yates-row,Neutral-Grip Yates Row,,Upper Back,Latissimus Dorsi|Biceps|Posterior Deltoids,Back,Barbell,Strength,Horizontal Pull,Resistance,Compound,Pull,Intermediate,false,false,3,6-12,reps,Yates Row,row back horizontal pull,
ex-0125-paused-barbell-row,Paused Barbell Row,,Upper Back,Latissimus Dorsi|Biceps|Posterior Deltoids,Back,Barbell,Strength,Horizontal Pull,Resistance,Compound,Pull,Advanced,false,false,3,5-10,reps,Barbell Row,row back horizontal pull advanced variation,
ex-0126-paused-pull-up,Paused Pull-Up,,Latissimus Dorsi,Biceps|Upper Back|Core,Back,Pull-Up Bar,Bodyweight,Vertical Pull,Calisthenics,Compound,Pull,Advanced,false,true,3,5-10,reps,Pull-Up,pullup chinup vertical pull advanced variation,
ex-0127-paused-seated-cable-row,Paused Seated Cable Row,,Upper Back,Latissimus Dorsi|Biceps|Posterior Deltoids,Back,Cable,Strength,Horizontal Pull,Resistance,Compound,Pull,Advanced,false,false,3,5-10,reps,Seated Cable Row,row back horizontal pull advanced variation,
ex-0128-pendlay-row,Pendlay Row,,Upper Back,Latissimus Dorsi|Biceps|Posterior Deltoids,Back,Barbell,Strength,Horizontal Pull,Resistance,Compound,Pull,Intermediate,false,false,3,6-12,reps,Pendlay Row,row back horizontal pull,
ex-0129-plate-loaded-row,Plate-Loaded Row,,Upper Back,Latissimus Dorsi|Biceps|Posterior Deltoids,Back,Plate-Loaded Machine,Strength,Horizontal Pull,Resistance,Compound,Pull,Intermediate,false,false,3,6-12,reps,Plate-Loaded Row,row back horizontal pull,
ex-0130-pull-up,Pull-Up,,Latissimus Dorsi,Biceps|Upper Back|Core,Back,Pull-Up Bar,Bodyweight,Vertical Pull,Calisthenics,Compound,Pull,Intermediate,false,true,3,5-12,reps,Pull-Up,pullup chinup vertical pull,
ex-0131-ring-pull-up,Ring Pull-Up,,Latissimus Dorsi,Biceps|Upper Back|Core,Back,Rings,Bodyweight,Vertical Pull,Calisthenics,Compound,Pull,Intermediate,false,true,3,5-12,reps,Pull-Up,pullup chinup vertical pull,
ex-0132-ring-row,Ring Row,,Upper Back,Latissimus Dorsi|Biceps|Posterior Deltoids,Back,Rings,Strength,Horizontal Pull,Resistance,Compound,Pull,Intermediate,false,false,3,6-12,reps,Ring Row,row back horizontal pull,
ex-0133-rope-lat-pulldown,Rope Lat Pulldown,,Latissimus Dorsi,Biceps|Teres Major|Upper Back,Back,Cable,Strength,Vertical Pull,Resistance,Compound,Pull,Beginner,false,false,3,8-12,reps,Lat Pulldown,lat pull down back,
ex-0134-scapular-pull-up,Scapular Pull-Up,,Latissimus Dorsi,Biceps|Upper Back|Core,Back,Pull-Up Bar,Bodyweight,Vertical Pull,Calisthenics,Compound,Pull,Intermediate,false,true,3,5-12,reps,Pull-Up,pullup chinup vertical pull,
ex-0135-seal-row,Seal Row,,Upper Back,Latissimus Dorsi|Biceps|Posterior Deltoids,Back,Barbell,Strength,Horizontal Pull,Resistance,Compound,Pull,Intermediate,false,false,3,6-12,reps,Seal Row,row back horizontal pull,
ex-0136-seated-cable-row,Seated Cable Row,,Upper Back,Latissimus Dorsi|Biceps|Posterior Deltoids,Back,Cable,Strength,Horizontal Pull,Resistance,Compound,Pull,Intermediate,false,false,3,6-12,reps,Seated Cable Row,row back horizontal pull,
ex-0137-single-arm-chest-supported-row,Single-Arm Chest-Supported Row,,Upper Back,Latissimus Dorsi|Biceps|Core,Back,Machine,Strength,Horizontal Pull,Resistance,Compound,Pull,Intermediate,true,false,3,8-12,reps,Chest-Supported Row,one arm unilateral row,
ex-0138-single-arm-dumbbell-row,Single-Arm Dumbbell Row,,Upper Back,Latissimus Dorsi|Biceps|Core,Back,Dumbbells,Strength,Horizontal Pull,Resistance,Compound,Pull,Intermediate,true,false,3,8-12,reps,Dumbbell Row,one arm unilateral row,
ex-0139-single-arm-half-kneeling-lat-pulldown,Single-Arm Half-Kneeling Lat Pulldown,,Latissimus Dorsi,Biceps|Core,Back,Cable,Strength,Vertical Pull,Resistance,Compound,Pull,Intermediate,true,false,3,8-15,reps,Lat Pulldown,one arm unilateral lat,
ex-0140-single-arm-kneeling-lat-pulldown,Single-Arm Kneeling Lat Pulldown,,Latissimus Dorsi,Biceps|Core,Back,Cable,Strength,Vertical Pull,Resistance,Compound,Pull,Intermediate,true,false,3,8-15,reps,Lat Pulldown,one arm unilateral lat,
ex-0141-single-arm-landmine-row,Single-Arm Landmine Row,,Upper Back,Latissimus Dorsi|Biceps|Core,Back,Landmine,Strength,Horizontal Pull,Resistance,Compound,Pull,Intermediate,true,false,3,8-12,reps,Landmine Row,one arm unilateral row,
ex-0142-single-arm-machine-row,Single-Arm Machine Row,,Upper Back,Latissimus Dorsi|Biceps|Core,Back,Machine,Strength,Horizontal Pull,Resistance,Compound,Pull,Intermediate,true,false,3,8-12,reps,Machine Row,one arm unilateral row,
ex-0143-single-arm-plate-loaded-row,Single-Arm Plate-Loaded Row,,Upper Back,Latissimus Dorsi|Biceps|Core,Back,Plate-Loaded Machine,Strength,Horizontal Pull,Resistance,Compound,Pull,Intermediate,true,false,3,8-12,reps,Plate-Loaded Row,one arm unilateral row,
ex-0144-single-arm-seated-cable-row,Single-Arm Seated Cable Row,,Upper Back,Latissimus Dorsi|Biceps|Core,Back,Cable,Strength,Horizontal Pull,Resistance,Compound,Pull,Intermediate,true,false,3,8-12,reps,Seated Cable Row,one arm unilateral row,
ex-0145-single-arm-seated-lat-pulldown,Single-Arm Seated Lat Pulldown,,Latissimus Dorsi,Biceps|Core,Back,Cable,Strength,Vertical Pull,Resistance,Compound,Pull,Intermediate,true,false,3,8-15,reps,Lat Pulldown,one arm unilateral lat,
ex-0146-single-arm-standing-lat-pulldown,Single-Arm Standing Lat Pulldown,,Latissimus Dorsi,Biceps|Core,Back,Cable,Strength,Vertical Pull,Resistance,Compound,Pull,Intermediate,true,false,3,8-15,reps,Lat Pulldown,one arm unilateral lat,
ex-0147-sternum-pull-up,Sternum Pull-Up,,Latissimus Dorsi,Biceps|Upper Back|Core,Back,Pull-Up Bar,Bodyweight,Vertical Pull,Calisthenics,Compound,Pull,Advanced,false,true,3,5-12,reps,Pull-Up,pullup chinup vertical pull,
ex-0148-t-bar-row,T-Bar Row,,Upper Back,Latissimus Dorsi|Biceps|Posterior Deltoids,Back,T-Bar,Strength,Horizontal Pull,Resistance,Compound,Pull,Intermediate,false,false,3,6-12,reps,T-Bar Row,row back horizontal pull,
ex-0149-trx-row,TRX Row,,Upper Back,Latissimus Dorsi|Biceps|Posterior Deltoids,Back,Suspension Trainer,Strength,Horizontal Pull,Resistance,Compound,Pull,Intermediate,false,false,3,6-12,reps,TRX Row,row back horizontal pull,
ex-0150-tempo-barbell-row,Tempo Barbell Row,,Upper Back,Latissimus Dorsi|Biceps|Posterior Deltoids,Back,Barbell,Strength,Horizontal Pull,Resistance,Compound,Pull,Advanced,false,false,3,5-10,reps,Barbell Row,row back horizontal pull advanced variation,
ex-0151-tempo-pull-up,Tempo Pull-Up,,Latissimus Dorsi,Biceps|Upper Back|Core,Back,Pull-Up Bar,Bodyweight,Vertical Pull,Calisthenics,Compound,Pull,Advanced,false,true,3,5-10,reps,Pull-Up,pullup chinup vertical pull advanced variation,
ex-0152-tempo-seated-cable-row,Tempo Seated Cable Row,,Upper Back,Latissimus Dorsi|Biceps|Posterior Deltoids,Back,Cable,Strength,Horizontal Pull,Resistance,Compound,Pull,Advanced,false,false,3,5-10,reps,Seated Cable Row,row back horizontal pull advanced variation,
ex-0153-typewriter-pull-up,Typewriter Pull-Up,,Latissimus Dorsi,Biceps|Upper Back|Core,Back,Pull-Up Bar,Bodyweight,Vertical Pull,Calisthenics,Compound,Pull,Advanced,false,true,3,5-12,reps,Pull-Up,pullup chinup vertical pull,
ex-0154-underhand-barbell-row,Underhand Barbell Row,,Upper Back,Latissimus Dorsi|Biceps|Posterior Deltoids,Back,Barbell,Strength,Horizontal Pull,Resistance,Compound,Pull,Intermediate,false,false,3,6-12,reps,Barbell Row,row back horizontal pull,
ex-0155-underhand-chest-supported-row,Underhand Chest-Supported Row,,Upper Back,Latissimus Dorsi|Biceps|Posterior Deltoids,Back,Machine,Strength,Horizontal Pull,Resistance,Compound,Pull,Intermediate,false,false,3,6-12,reps,Chest-Supported Row,row back horizontal pull,
ex-0156-underhand-dumbbell-row,Underhand Dumbbell Row,,Upper Back,Latissimus Dorsi|Biceps|Posterior Deltoids,Back,Dumbbells,Strength,Horizontal Pull,Resistance,Compound,Pull,Intermediate,false,false,3,6-12,reps,Dumbbell Row,row back horizontal pull,
ex-0157-underhand-inverted-row,Underhand Inverted Row,,Upper Back,Latissimus Dorsi|Biceps|Posterior Deltoids,Back,Bodyweight,Bodyweight,Horizontal Pull,Calisthenics,Compound,Pull,Intermediate,false,true,3,6-12,reps,Inverted Row,row back horizontal pull,
ex-0158-underhand-landmine-row,Underhand Landmine Row,,Upper Back,Latissimus Dorsi|Biceps|Posterior Deltoids,Back,Landmine,Strength,Horizontal Pull,Resistance,Compound,Pull,Intermediate,false,false,3,6-12,reps,Landmine Row,row back horizontal pull,
ex-0159-underhand-lat-pulldown,Underhand Lat Pulldown,,Latissimus Dorsi,Biceps|Teres Major|Upper Back,Back,Cable,Strength,Vertical Pull,Resistance,Compound,Pull,Beginner,false,false,3,8-12,reps,Lat Pulldown,lat pull down back,
ex-0160-underhand-machine-row,Underhand Machine Row,,Upper Back,Latissimus Dorsi|Biceps|Posterior Deltoids,Back,Machine,Strength,Horizontal Pull,Resistance,Compound,Pull,Intermediate,false,false,3,6-12,reps,Machine Row,row back horizontal pull,
ex-0161-underhand-pendlay-row,Underhand Pendlay Row,,Upper Back,Latissimus Dorsi|Biceps|Posterior Deltoids,Back,Barbell,Strength,Horizontal Pull,Resistance,Compound,Pull,Intermediate,false,false,3,6-12,reps,Pendlay Row,row back horizontal pull,
ex-0162-underhand-plate-loaded-row,Underhand Plate-Loaded Row,,Upper Back,Latissimus Dorsi|Biceps|Posterior Deltoids,Back,Plate-Loaded Machine,Strength,Horizontal Pull,Resistance,Compound,Pull,Intermediate,false,false,3,6-12,reps,Plate-Loaded Row,row back horizontal pull,
ex-0163-underhand-ring-row,Underhand Ring Row,,Upper Back,Latissimus Dorsi|Biceps|Posterior Deltoids,Back,Rings,Strength,Horizontal Pull,Resistance,Compound,Pull,Intermediate,false,false,3,6-12,reps,Ring Row,row back horizontal pull,
ex-0164-underhand-seal-row,Underhand Seal Row,,Upper Back,Latissimus Dorsi|Biceps|Posterior Deltoids,Back,Barbell,Strength,Horizontal Pull,Resistance,Compound,Pull,Intermediate,false,false,3,6-12,reps,Seal Row,row back horizontal pull,
ex-0165-underhand-seated-cable-row,Underhand Seated Cable Row,,Upper Back,Latissimus Dorsi|Biceps|Posterior Deltoids,Back,Cable,Strength,Horizontal Pull,Resistance,Compound,Pull,Intermediate,false,false,3,6-12,reps,Seated Cable Row,row back horizontal pull,
ex-0166-underhand-t-bar-row,Underhand T-Bar Row,,Upper Back,Latissimus Dorsi|Biceps|Posterior Deltoids,Back,T-Bar,Strength,Horizontal Pull,Resistance,Compound,Pull,Intermediate,false,false,3,6-12,reps,T-Bar Row,row back horizontal pull,
ex-0167-underhand-trx-row,Underhand TRX Row,,Upper Back,Latissimus Dorsi|Biceps|Posterior Deltoids,Back,Suspension Trainer,Strength,Horizontal Pull,Resistance,Compound,Pull,Intermediate,false,false,3,6-12,reps,TRX Row,row back horizontal pull,
ex-0168-underhand-yates-row,Underhand Yates Row,,Upper Back,Latissimus Dorsi|Biceps|Posterior Deltoids,Back,Barbell,Strength,Horizontal Pull,Resistance,Compound,Pull,Intermediate,false,false,3,6-12,reps,Yates Row,row back horizontal pull,
ex-0169-v-bar-lat-pulldown,V-Bar Lat Pulldown,,Latissimus Dorsi,Biceps|Teres Major|Upper Back,Back,Cable,Strength,Vertical Pull,Resistance,Compound,Pull,Beginner,false,false,3,8-12,reps,Lat Pulldown,lat pull down back,
ex-0170-weighted-pull-up,Weighted Pull-Up,,Latissimus Dorsi,Biceps|Upper Back|Core,Back,Pull-Up Bar,Bodyweight,Vertical Pull,Calisthenics,Compound,Pull,Advanced,false,true,3,5-12,reps,Pull-Up,pullup chinup vertical pull,
ex-0171-wide-grip-barbell-row,Wide-Grip Barbell Row,,Upper Back,Latissimus Dorsi|Biceps|Posterior Deltoids,Back,Barbell,Strength,Horizontal Pull,Resistance,Compound,Pull,Intermediate,false,false,3,6-12,reps,Barbell Row,row back horizontal pull,
ex-0172-wide-grip-chest-supported-row,Wide-Grip Chest-Supported Row,,Upper Back,Latissimus Dorsi|Biceps|Posterior Deltoids,Back,Machine,Strength,Horizontal Pull,Resistance,Compound,Pull,Intermediate,false,false,3,6-12,reps,Chest-Supported Row,row back horizontal pull,
ex-0173-wide-grip-lat-pulldown,Wide-Grip Lat Pulldown,,Latissimus Dorsi,Biceps|Teres Major|Upper Back,Back,Cable,Strength,Vertical Pull,Resistance,Compound,Pull,Beginner,false,false,3,8-12,reps,Lat Pulldown,lat pull down back,
ex-0174-wide-grip-machine-row,Wide-Grip Machine Row,,Upper Back,Latissimus Dorsi|Biceps|Posterior Deltoids,Back,Machine,Strength,Horizontal Pull,Resistance,Compound,Pull,Intermediate,false,false,3,6-12,reps,Machine Row,row back horizontal pull,
ex-0175-wide-grip-pendlay-row,Wide-Grip Pendlay Row,,Upper Back,Latissimus Dorsi|Biceps|Posterior Deltoids,Back,Barbell,Strength,Horizontal Pull,Resistance,Compound,Pull,Intermediate,false,false,3,6-12,reps,Pendlay Row,row back horizontal pull,
ex-0176-wide-grip-plate-loaded-row,Wide-Grip Plate-Loaded Row,,Upper Back,Latissimus Dorsi|Biceps|Posterior Deltoids,Back,Plate-Loaded Machine,Strength,Horizontal Pull,Resistance,Compound,Pull,Intermediate,false,false,3,6-12,reps,Plate-Loaded Row,row back horizontal pull,
ex-0177-wide-grip-pull-up,Wide-Grip Pull-Up,,Latissimus Dorsi,Biceps|Upper Back|Core,Back,Pull-Up Bar,Bodyweight,Vertical Pull,Calisthenics,Compound,Pull,Intermediate,false,true,3,5-12,reps,Pull-Up,pullup chinup vertical pull,
ex-0178-wide-grip-seal-row,Wide-Grip Seal Row,,Upper Back,Latissimus Dorsi|Biceps|Posterior Deltoids,Back,Barbell,Strength,Horizontal Pull,Resistance,Compound,Pull,Intermediate,false,false,3,6-12,reps,Seal Row,row back horizontal pull,
ex-0179-wide-grip-seated-cable-row,Wide-Grip Seated Cable Row,,Upper Back,Latissimus Dorsi|Biceps|Posterior Deltoids,Back,Cable,Strength,Horizontal Pull,Resistance,Compound,Pull,Intermediate,false,false,3,6-12,reps,Seated Cable Row,row back horizontal pull,
ex-0180-wide-grip-yates-row,Wide-Grip Yates Row,,Upper Back,Latissimus Dorsi|Biceps|Posterior Deltoids,Back,Barbell,Strength,Horizontal Pull,Resistance,Compound,Pull,Intermediate,false,false,3,6-12,reps,Yates Row,row back horizontal pull,
ex-0181-yates-row,Yates Row,,Upper Back,Latissimus Dorsi|Biceps|Posterior Deltoids,Back,Barbell,Strength,Horizontal Pull,Resistance,Compound,Pull,Intermediate,false,false,3,6-12,reps,Yates Row,row back horizontal pull,
ex-0182-air-bike,Air Bike,,Cardiovascular System,Full Body,Cardio,Air Bike,Cardio,Cardio,Cardio,Cyclical,Other,Beginner,false,false,1,10-30 min,duration,Cardio,cardio conditioning aerobic,
ex-0183-assault-bike,Assault Bike,,Cardiovascular System,Full Body,Cardio,Air Bike,Cardio,Cardio,Cardio,Cyclical,Other,Beginner,false,false,1,10-30 min,duration,Cardio,cardio conditioning aerobic,
ex-0184-echo-bike,Echo Bike,,Cardiovascular System,Full Body,Cardio,Air Bike,Cardio,Cardio,Cardio,Cyclical,Other,Beginner,false,false,1,10-30 min,duration,Cardio,cardio conditioning aerobic,
ex-0185-elliptical,Elliptical,,Cardiovascular System,Full Body,Cardio,Elliptical,Cardio,Cardio,Cardio,Cyclical,Other,Beginner,false,false,1,10-30 min,duration,Cardio,cardio conditioning aerobic,
ex-0186-heavy-bag-boxing,Heavy Bag Boxing,,Cardiovascular System,Full Body,Cardio,Heavy Bag,Cardio,Cardio,Cardio,Cyclical,Other,Beginner,false,false,1,10-30 min,duration,Cardio,cardio conditioning aerobic,
ex-0187-hiking,Hiking,,Cardiovascular System,Full Body,Cardio,None,Cardio,Cardio,Cardio,Cyclical,Other,Beginner,false,true,1,10-30 min,duration,Cardio,cardio conditioning aerobic,
ex-0188-jump-rope,Jump Rope,,Cardiovascular System,Full Body,Cardio,Jump Rope,Cardio,Cardio,Cardio,Cyclical,Other,Beginner,false,false,1,10-30 min,duration,Cardio,cardio conditioning aerobic,
ex-0189-lap-swimming,Lap Swimming,,Cardiovascular System,Full Body,Cardio,Pool,Cardio,Cardio,Cardio,Cyclical,Other,Beginner,false,false,1,10-30 min,duration,Cardio,cardio conditioning aerobic,
ex-0190-outdoor-cycling,Outdoor Cycling,,Cardiovascular System,Full Body,Cardio,Bicycle,Cardio,Cardio,Cardio,Cyclical,Other,Beginner,false,false,1,10-30 min,duration,Cardio,cardio conditioning aerobic,
ex-0191-outdoor-running,Outdoor Running,,Cardiovascular System,Full Body,Cardio,None,Cardio,Cardio,Cardio,Cyclical,Other,Beginner,false,true,1,10-30 min,duration,Cardio,cardio conditioning aerobic,
ex-0192-outdoor-walking,Outdoor Walking,,Cardiovascular System,Full Body,Cardio,None,Cardio,Cardio,Cardio,Cyclical,Other,Beginner,false,true,1,10-30 min,duration,Cardio,cardio conditioning aerobic,
ex-0193-recumbent-bike,Recumbent Bike,,Cardiovascular System,Full Body,Cardio,Recumbent Bike,Cardio,Cardio,Cardio,Cyclical,Other,Beginner,false,false,1,10-30 min,duration,Cardio,cardio conditioning aerobic,
ex-0194-rowing-machine,Rowing Machine,,Cardiovascular System,Full Body,Cardio,Rower,Cardio,Cardio,Cardio,Cyclical,Other,Beginner,false,false,1,10-30 min,duration,Cardio,cardio conditioning aerobic,
ex-0195-rucking,Rucking,,Cardiovascular System,Full Body,Cardio,Weighted Backpack,Cardio,Cardio,Cardio,Cyclical,Other,Beginner,false,false,1,10-30 min,duration,Cardio,cardio conditioning aerobic,
ex-0196-shadow-boxing,Shadow Boxing,,Cardiovascular System,Full Body,Cardio,None,Cardio,Cardio,Cardio,Cyclical,Other,Beginner,false,true,1,10-30 min,duration,Cardio,cardio conditioning aerobic,
ex-0197-skierg,SkiErg,,Cardiovascular System,Full Body,Cardio,SkiErg,Cardio,Cardio,Cardio,Cyclical,Other,Beginner,false,false,1,10-30 min,duration,Cardio,cardio conditioning aerobic,
ex-0198-spin-bike,Spin Bike,,Cardiovascular System,Full Body,Cardio,Spin Bike,Cardio,Cardio,Cardio,Cyclical,Other,Beginner,false,false,1,10-30 min,duration,Cardio,cardio conditioning aerobic,
ex-0199-stair-climber,Stair Climber,,Cardiovascular System,Full Body,Cardio,Stair Climber,Cardio,Cardio,Cardio,Cyclical,Other,Beginner,false,false,1,10-30 min,duration,Cardio,cardio conditioning aerobic,
ex-0200-stationary-bike,Stationary Bike,,Cardiovascular System,Full Body,Cardio,Stationary Bike,Cardio,Cardio,Cardio,Cyclical,Other,Beginner,false,false,1,10-30 min,duration,Cardio,cardio conditioning aerobic,
ex-0201-stepmill,StepMill,,Cardiovascular System,Full Body,Cardio,StepMill,Cardio,Cardio,Cardio,Cyclical,Other,Beginner,false,false,1,10-30 min,duration,Cardio,cardio conditioning aerobic,
